case_id,par,relacion,detectada,anotada,razon,proposicion_a,proposicion_b
CASE-MX-004,CASE-MX-004-P5 <-> CASE-MX-004-P7,SUPPORTS,False,False,La experticia criminalística respalda la conclusión del juicio sobre la participación del adolescente en el feminicidio.,El equipo pericial realizó análisis criminalísticos y digitales.,El adolescente acusado contribuyó a el feminicidio.
CASE-MX-004,CASE-MX-004-P5 <-> CASE-MX-004-P8,SUPPORTS,False,False,La experticia de A respalda la decisión del tribunal en B.,El equipo pericial realizó análisis criminalísticos y digitales.,El tribunal negó el amparo.
CASE-MX-004,CASE-MX-004-P6 <-> CASE-MX-004-P7,SUPPORTS,False,True,"La proposición B hace más creíble a la proposición A, ya que si el adolescente contribuyó al feminicidio, es probable que haya causado personalmente todas las lesiones a la víctima.",El adolescente acusado causó personalmente todas las lesiones a la víctima [estado: not_required_for_coauthorship].,El adolescente acusado contribuyó a el feminicidio.
CASE-MX-004,CASE-MX-004-P6 <-> CASE-MX-004-P8,SUPPORTS,False,False,"La proposición B es una consecuencia directa de la proposición A, ya que si el tribunal negó el amparo, es probable que el adolescente acusado haya causado las lesiones a la víctima.",El adolescente acusado causó personalmente todas las lesiones a la víctima [estado: not_required_for_coauthorship].,El tribunal negó el amparo.
CASE-MX-004,CASE-MX-004-P7 <-> CASE-MX-004-P8,SUPPORTS,False,False,La decisión del tribunal (B) respalda la acusación (A) de que el adolescente contribuyó al feminicidio.,El adolescente acusado contribuyó a el feminicidio.,El tribunal negó el amparo.
CASE-MX-005,CASE-MX-005-P1 <-> CASE-MX-005-P2,SUPPORTS,False,False,La persona acusada se encontraba en el vehículo hace más creíble que pronunció la frase 'es el acabado matalo'.,La persona acusada se encontraba en el vehículo.,La persona acusada pronunció la frase es el acabalo matalo.
CASE-MX-005,CASE-MX-005-P1 <-> CASE-MX-005-P3,SUPPORTS,False,False,La presencia de la persona acusada en el vehículo hace más creíble la versión del presunto autor material sobre el disparo.,La persona acusada se encontraba en el vehículo.,El presunto autor material disparó contra la víctima.
CASE-MX-005,CASE-MX-005-P1 <-> CASE-MX-005-P4,COMPATIBLE_WITH,False,True,"Ambas afirmaciones pueden coexistir sin problema, ya que se refieren a momentos distintos en el tiempo y a diferentes aspectos de la persona acusada.",La persona acusada se encontraba en el vehículo.,La persona acusada se encontraba durmiendo en el domicilio.
CASE-MX-005,CASE-MX-005-P1 <-> CASE-MX-005-P5,SUPPORTS,False,False,"La proposición A hace más creíble a la proposición B al indicar que la persona acusada negó la accusation, lo cual es más creíble si se sabe que se encontraba en el vehículo.",La persona acusada se encontraba en el vehículo.,La persona acusada negó accusation.
CASE-MX-005,CASE-MX-005-P1 <-> CASE-MX-005-P6,SUPPORTS,False,False,La condena del tribunal hace más creíble la presencia de la persona acusada en el vehículo.,La persona acusada se encontraba en el vehículo.,El tribunal de primera instancia condenó a la persona acusada.
CASE-MX-005,CASE-MX-005-P1 <-> CASE-MX-005-P7,SUPPORTS,False,False,La revocación de la resolución por parte de la suprema corte hace más creíble la acusación de que la persona se encontraba en el vehículo.,La persona acusada se encontraba en el vehículo.,La suprema corte revocó la resolución y devolvió el asunto.
CASE-MX-005,CASE-MX-005-P2 <-> CASE-MX-005-P3,SUPPORTS,False,False,La frase pronunciada por la persona acusada es una prueba de que disparó contra la víctima.,La persona acusada pronunció la frase es el acabalo matalo.,El presunto autor material disparó contra la víctima.
CASE-MX-005,CASE-MX-005-P2 <-> CASE-MX-005-P4,INSUFFICIENT_FOR,False,False,"La primera no puede ser evidencia de la segunda, ya que no hay indicio de que la persona acusada estuviera durmiendo en el momento en que pronunció la frase.",La persona acusada pronunció la frase es el acabalo matalo.,La persona acusada se encontraba durmiendo en el domicilio.
CASE-MX-005,CASE-MX-005-P2 <-> CASE-MX-005-P5,SUPPORTS,False,True,"La defensa negó la acusación, lo que hace más creíble la afirmación de la acusación de que la persona acusada pronunció la frase.",La persona acusada pronunció la frase es el acabalo matalo.,La persona acusada negó accusation.
CASE-MX-005,CASE-MX-005-P2 <-> CASE-MX-005-P6,SUPPORTS,False,False,La frase pronunciada por la persona acusada es la que motivó la condena del tribunal.,La persona acusada pronunció la frase es el acabalo matalo.,El tribunal de primera instancia condenó a la persona acusada.
CASE-MX-005,CASE-MX-005-P2 <-> CASE-MX-005-P7,SUPPORTS,False,False,"La suprema corte revocó la resolución y devolvió el asunto, lo que respalda la afirmación de que la persona acusada pronunció la frase 'el acabalo matalo', ya que la revocación sugiere que la corte consideró la prueba como relevante.",La persona acusada pronunció la frase es el acabalo matalo.,La suprema corte revocó la resolución y devolvió el asunto.
CASE-MX-005,CASE-MX-005-P3 <-> CASE-MX-005-P4,INSUFFICIENT_FOR,False,False,No hay elementos para determinar la relación.,El presunto autor material disparó contra la víctima.,La persona acusada se encontraba durmiendo en el domicilio.
CASE-MX-005,CASE-MX-005-P3 <-> CASE-MX-005-P5,SUPPORTS,False,False,La negación de la acusación (B) hace más creíble la versión del presunto autor material (A).,El presunto autor material disparó contra la víctima.,La persona acusada negó accusation.
CASE-MX-005,CASE-MX-005-P3 <-> CASE-MX-005-P6,SUPPORTS,False,False,La condena del tribunal hace más creíble la acusación del presunto autor material.,El presunto autor material disparó contra la víctima.,El tribunal de primera instancia condenó a la persona acusada.
CASE-MX-005,CASE-MX-005-P3 <-> CASE-MX-005-P7,SUPPORTS,False,False,La revocación de la resolución por parte de la suprema corte hace más creíble la acusación del presunto autor material.,El presunto autor material disparó contra la víctima.,La suprema corte revocó la resolución y devolvió el asunto.
CASE-MX-005,CASE-MX-005-P4 <-> CASE-MX-005-P5,SUPPORTS,False,False,La negación de la acusación hace más creíble la afirmación de que la persona acusada se encontraba durmiendo en el domicilio.,La persona acusada se encontraba durmiendo en el domicilio.,La persona acusada negó accusation.
CASE-MX-005,CASE-MX-005-P4 <-> CASE-MX-005-P6,SUPPORTS,False,False,La condena del tribunal hace más creíble la acusación de que la persona acusada se encontraba durmiendo en el domicilio.,La persona acusada se encontraba durmiendo en el domicilio.,El tribunal de primera instancia condenó a la persona acusada.
CASE-MX-005,CASE-MX-005-P4 <-> CASE-MX-005-P7,SUPPORTS,False,False,La revocación de la resolución por parte de la suprema corte hace más creíble la afirmación de que la persona acusada se encontraba durmiendo en el domicilio.,La persona acusada se encontraba durmiendo en el domicilio.,La suprema corte revocó la resolución y devolvió el asunto.
CASE-MX-005,CASE-MX-005-P5 <-> CASE-MX-005-P6,SUPPORTS,False,False,La negación de la acusación (A) hace más creíble la condena del tribunal (B).,La persona acusada negó accusation.,El tribunal de primera instancia condenó a la persona acusada.
CASE-MX-005,CASE-MX-005-P5 <-> CASE-MX-005-P7,SUPPORTS,False,False,"La revocación de la resolución por parte de la suprema corte hace más creíble la negación de la persona acusada, ya que si la corte no confía en la resolución original, es probable que la acusación no sea justa.",La persona acusada negó accusation.,La suprema corte revocó la resolución y devolvió el asunto.
CASE-MX-005,CASE-MX-005-P6 <-> CASE-MX-005-P7,SUPPORTS,False,False,"La suprema corte revocó la resolución y devolvió el asunto, lo que hace más creíble la condena del tribunal de primera instancia.",El tribunal de primera instancia condenó a la persona acusada.,La suprema corte revocó la resolución y devolvió el asunto.
CASE-MX-006,CASE-MX-006-P1 <-> CASE-MX-006-P2,SUPPORTS,False,True,La segunda declaración del testigo hace más creíble la primera.,El testigo implicó en su primera declaración a la persona acusada.,El testigo dio una declaración posterior sustancialmente distinta de su primera declaración.
CASE-MX-006,CASE-MX-006-P1 <-> CASE-MX-006-P3,CONTRADICTS,True,False,La primera declaración del testigo y su posterior retraction son tensión entre versiones.,El testigo implicó en su primera declaración a la persona acusada.,El testigo se retractó de su primera declaración.
CASE-MX-006,CASE-MX-006-P1 <-> CASE-MX-006-P4,SUPPORTS,False,False,La declaración del testigo hace más creíble la decisión del tribunal.,El testigo implicó en su primera declaración a la persona acusada.,El tribunal de primera instancia absolvió a la persona acusada.
CASE-MX-006,CASE-MX-006-P1 <-> CASE-MX-006-P5,SUPPORTS,False,False,La condena del tribunal respalda la implicación del testigo en la persona acusada.,El testigo implicó en su primera declaración a la persona acusada.,El tribunal de apelación condenó a la persona acusada.
CASE-MX-006,CASE-MX-006-P1 <-> CASE-MX-006-P6,SUPPORTS,False,False,La revocación de la resolución por parte de la suprema corte hace más creíble la implicación del testigo en su declaración inicial.,El testigo implicó en su primera declaración a la persona acusada.,La suprema corte revocó la resolución y devolvió el asunto.
CASE-MX-006,CASE-MX-006-P1 <-> CASE-MX-006-P7,SUPPORTS,False,False,La responsabilidad penal demostrada hace más creíble la implicación del testigo en su declaración.,El testigo implicó en su primera declaración a la persona acusada.,La responsabilidad penal quedó demostrada más allá de toda duda razonable respecto de la persona acusada [estado: disputed].
CASE-MX-006,CASE-MX-006-P2 <-> CASE-MX-006-P3,SUPPORTS,False,False,La retractación del testigo hace más creíble su posterior declaración.,El testigo dio una declaración posterior sustancialmente distinta de su primera declaración.,El testigo se retractó de su primera declaración.
CASE-MX-006,CASE-MX-006-P2 <-> CASE-MX-006-P4,SUPPORTS,False,False,La declaración posterior del testigo contradice la decisión del tribunal.,El testigo dio una declaración posterior sustancialmente distinta de su primera declaración.,El tribunal de primera instancia absolvió a la persona acusada.
CASE-MX-006,CASE-MX-006-P2 <-> CASE-MX-006-P5,SUPPORTS,False,False,La declaración posterior del testigo hace más creíble la condena del tribunal.,El testigo dio una declaración posterior sustancialmente distinta de su primera declaración.,El tribunal de apelación condenó a la persona acusada.
CASE-MX-006,CASE-MX-006-P2 <-> CASE-MX-006-P6,SUPPORTS,False,False,La revocación de la resolución por parte de la suprema corte hace más creíble la posterior declaración distinta del testigo.,El testigo dio una declaración posterior sustancialmente distinta de su primera declaración.,La suprema corte revocó la resolución y devolvió el asunto.
CASE-MX-006,CASE-MX-006-P2 <-> CASE-MX-006-P7,SUPPORTS,False,False,La declaración posterior del testigo (A) hace más creíble la responsabilidad penal demostrada (B).,El testigo dio una declaración posterior sustancialmente distinta de su primera declaración.,La responsabilidad penal quedó demostrada más allá de toda duda razonable respecto de la persona acusada [estado: disputed].
CASE-MX-006,CASE-MX-006-P3 <-> CASE-MX-006-P4,SUPPORTS,False,False,La retraction del testigo hace más creíble la decisión del tribunal.,El testigo se retractó de su primera declaración.,El tribunal de primera instancia absolvió a la persona acusada.
CASE-MX-006,CASE-MX-006-P3 <-> CASE-MX-006-P5,SUPPORTS,False,False,La retractación del testigo hace más creíble la condena del tribunal.,El testigo se retractó de su primera declaración.,El tribunal de apelación condenó a la persona acusada.
CASE-MX-006,CASE-MX-006-P3 <-> CASE-MX-006-P6,SUPPORTS,False,False,La revocación de la suprema corte hace más creíble la retraction del testigo.,El testigo se retractó de su primera declaración.,La suprema corte revocó la resolución y devolvió el asunto.
CASE-MX-006,CASE-MX-006-P3 <-> CASE-MX-006-P7,SUPPORTS,False,False,La retraction del testigo hace más creíble la responsabilidad penal demostrada.,El testigo se retractó de su primera declaración.,La responsabilidad penal quedó demostrada más allá de toda duda razonable respecto de la persona acusada [estado: disputed].
CASE-MX-006,CASE-MX-006-P4 <-> CASE-MX-006-P5,CONTRADICTS,True,True,"El tribunal de primera instancia absolvió a la persona acusada, mientras que el tribunal de apelación la condenó, lo que indica una contradicción entre los resultados de los dos tribunales.",El tribunal de primera instancia absolvió a la persona acusada.,El tribunal de apelación condenó a la persona acusada.
CASE-MX-006,CASE-MX-006-P4 <-> CASE-MX-006-P6,SUPPORTS,False,False,"La suprema corte revocó la resolución y devolvió el asunto, lo que respalda la absolución del tribunal de primera instancia.",El tribunal de primera instancia absolvió a la persona acusada.,La suprema corte revocó la resolución y devolvió el asunto.
CASE-MX-006,CASE-MX-006-P4 <-> CASE-MX-006-P7,SUPPORTS,False,False,La responsabilidad penal demostrada (B) hace más creíble la absolución del tribunal (A).,El tribunal de primera instancia absolvió a la persona acusada.,La responsabilidad penal quedó demostrada más allá de toda duda razonable respecto de la persona acusada [estado: disputed].
CASE-MX-006,CASE-MX-006-P5 <-> CASE-MX-006-P6,SUPPORTS,False,True,"La suprema corte revocó la resolución y devolvió el asunto, lo que respalda la condena del tribunal de apelación.",El tribunal de apelación condenó a la persona acusada.,La suprema corte revocó la resolución y devolvió el asunto.
CASE-MX-006,CASE-MX-006-P5 <-> CASE-MX-006-P7,SUPPORTS,False,False,La condena del tribunal de apelación respalda la responsabilidad penal demostrada más allá de toda duda razonable.,El tribunal de apelación condenó a la persona acusada.,La responsabilidad penal quedó demostrada más allá de toda duda razonable respecto de la persona acusada [estado: disputed].
CASE-MX-006,CASE-MX-006-P6 <-> CASE-MX-006-P7,SUPPORTS,False,False,La decisión de la suprema corte (A) respalda la responsabilidad penal demostrada (B).,La suprema corte revocó la resolución y devolvió el asunto.,La responsabilidad penal quedó demostrada más allá de toda duda razonable respecto de la persona acusada [estado: disputed].
CASE-MX-007,CASE-MX-007-P1 <-> CASE-MX-007-P2,CONTRADICTS,True,False,"A niega la participación de la mujer acusada en el delito, mientras B la acusa de ser una de las víctimas.",La mujer acusada condujo la camioneta.,Los coacusados privó de la libertad a las víctimas.
CASE-MX-007,CASE-MX-007-P1 <-> CASE-MX-007-P3,COMPATIBLE_WITH,False,True,"Ambas son hechos del mismo caso, pero no se relacionan directamente ni se contradicen, simplemente ocurren en momentos distintos.",La mujer acusada condujo la camioneta.,El primer coacusado disparó contra las víctimas.
CASE-MX-007,CASE-MX-007-P1 <-> CASE-MX-007-P4,INSUFFICIENT_FOR,False,False,No hay elementos para determinar la relación.,La mujer acusada condujo la camioneta.,Los coacusados utilizó las tarjetas de débito.
CASE-MX-007,CASE-MX-007-P1 <-> CASE-MX-007-P5,SUPPORTS,False,False,La identificación de la mujer acusada por los coacusados hace más creíble la acusación de que condujo la camioneta.,La mujer acusada condujo la camioneta.,Los coacusados identificó a la mujer acusada.
CASE-MX-007,CASE-MX-007-P1 <-> CASE-MX-007-P6,SUPPORTS,False,False,"La policía encontró a la mujer acusada en posesión de las tarjetas, lo que hace más creíble la acusación de que condujo la camioneta.",La mujer acusada condujo la camioneta.,La policía encontró a la mujer acusada en posesión de las tarjetas.
CASE-MX-007,CASE-MX-007-P1 <-> CASE-MX-007-P7,SUPPORTS,False,False,La detención legal de la mujer acusada respalda la acusación de conducción de la camioneta.,La mujer acusada condujo la camioneta.,La detención fue legal respecto de la mujer acusada [estado: unknown].
CASE-MX-007,CASE-MX-007-P1 <-> CASE-MX-007-P8,SUPPORTS,False,False,"La suprema corte ordenó revisar la legalidad de la detención, lo que hace más creíble la acusación de que la mujer condujo la camioneta.",La mujer acusada condujo la camioneta.,La suprema corte ordenó revisar la legalidad de la detención.
CASE-MX-007,CASE-MX-007-P2 <-> CASE-MX-007-P3,CONTRADICTS,True,False,"A niega la acción del primer coacusado, mientras B la afirma.",Los coacusados privó de la libertad a las víctimas.,El primer coacusado disparó contra las víctimas.
CASE-MX-007,CASE-MX-007-P2 <-> CASE-MX-007-P4,INSUFFICIENT_FOR,False,False,"A niega la libertad de las víctimas, mientras B afirma que se les utilizó para algo, sin establecer qué.",Los coacusados privó de la libertad a las víctimas.,Los coacusados utilizó las tarjetas de débito.
CASE-MX-007,CASE-MX-007-P2 <-> CASE-MX-007-P5,SUPPORTS,False,False,La identificación de la mujer acusada es una prueba de que los coacusados privaron de la libertad a las víctimas.,Los coacusados privó de la libertad a las víctimas.,Los coacusados identificó a la mujer acusada.
CASE-MX-007,CASE-MX-007-P2 <-> CASE-MX-007-P6,SUPPORTS,False,False,"La policía encontró a la mujer acusada en posesión de las tarjetas, lo que respalda la acusación de que las víctimas fueron privadas de la libertad.",Los coacusados privó de la libertad a las víctimas.,La policía encontró a la mujer acusada en posesión de las tarjetas.
CASE-MX-007,CASE-MX-007-P2 <-> CASE-MX-007-P7,SUPPORTS,False,False,La detención legal de la mujer acusada respalda la privación de libertad de las víctimas.,Los coacusados privó de la libertad a las víctimas.,La detención fue legal respecto de la mujer acusada [estado: unknown].
CASE-MX-007,CASE-MX-007-P2 <-> CASE-MX-007-P8,SUPPORTS,False,False,"La suprema corte ordenó revisar la legalidad de la detención, lo que respalda la acusación de privación de libertad de las víctimas.",Los coacusados privó de la libertad a las víctimas.,La suprema corte ordenó revisar la legalidad de la detención.
CASE-MX-007,CASE-MX-007-P3 <-> CASE-MX-007-P4,INSUFFICIENT_FOR,False,False,"A no menciona el uso de tarjetas de débito, solo el disparo.",El primer coacusado disparó contra las víctimas.,Los coacusados utilizó las tarjetas de débito.
CASE-MX-007,CASE-MX-007-P3 <-> CASE-MX-007-P5,SUPPORTS,False,False,La identificación de la mujer acusada es una prueba que respalda la versión del coacusado que disparó contra las víctimas.,El primer coacusado disparó contra las víctimas.,Los coacusados identificó a la mujer acusada.
CASE-MX-007,CASE-MX-007-P3 <-> CASE-MX-007-P6,COMPATIBLE_WITH,False,False,"Ambas referencias son a hechos distintos del mismo caso, pero pueden coexistir sin problema.",El primer coacusado disparó contra las víctimas.,La policía encontró a la mujer acusada en posesión de las tarjetas.
CASE-MX-007,CASE-MX-007-P3 <-> CASE-MX-007-P7,COMPATIBLE_WITH,False,False,"Ambas referencias son a hechos distintos del mismo caso, sin contradicción ni relación de evidencia entre sí.",El primer coacusado disparó contra las víctimas.,La detención fue legal respecto de la mujer acusada [estado: unknown].
CASE-MX-007,CASE-MX-007-P3 <-> CASE-MX-007-P8,SUPPORTS,False,False,"La suprema corte ordenó revisar la legalidad de la detención, lo que hace más creíble la acusación de disparo contra las víctimas.",El primer coacusado disparó contra las víctimas.,La suprema corte ordenó revisar la legalidad de la detención.
CASE-MX-007,CASE-MX-007-P4 <-> CASE-MX-007-P5,SUPPORTS,False,False,La identificación de la mujer acusada es una prueba de que los coacusados utilizó las tarjetas de débito.,Los coacusados utilizó las tarjetas de débito.,Los coacusados identificó a la mujer acusada.
CASE-MX-007,CASE-MX-007-P4 <-> CASE-MX-007-P6,SUPPORTS,False,False,"La policía encontró a la mujer acusada en posesión de las tarjetas, lo que confirma la acusación de que los coacusados utilizó las tarjetas de débito.",Los coacusados utilizó las tarjetas de débito.,La policía encontró a la mujer acusada en posesión de las tarjetas.
CASE-MX-007,CASE-MX-007-P4 <-> CASE-MX-007-P7,COMPATIBLE_WITH,False,False,"Ambas se refieren a la misma investigación o caso, pero con diferentes modalidades y enfoques.",Los coacusados utilizó las tarjetas de débito.,La detención fue legal respecto de la mujer acusada [estado: unknown].
CASE-MX-007,CASE-MX-007-P4 <-> CASE-MX-007-P8,SUPPORTS,False,False,"La suprema corte ordenó revisar la legalidad de la detención, lo que hace más creíble que los coacusados utilizaron las tarjetas de débito.",Los coacusados utilizó las tarjetas de débito.,La suprema corte ordenó revisar la legalidad de la detención.
CASE-MX-007,CASE-MX-007-P5 <-> CASE-MX-007-P6,SUPPORTS,False,False,"La policía encontró a la mujer acusada en posesión de las tarjetas, lo que respalda la identificación de la mujer acusada por los coacusados.",Los coacusados identificó a la mujer acusada.,La policía encontró a la mujer acusada en posesión de las tarjetas.
CASE-MX-007,CASE-MX-007-P5 <-> CASE-MX-007-P7,SUPPORTS,False,False,La identificación de la mujer acusada por los coacusados hace más creíble la legalidad de su detención.,Los coacusados identificó a la mujer acusada.,La detención fue legal respecto de la mujer acusada [estado: unknown].
CASE-MX-007,CASE-MX-007-P5 <-> CASE-MX-007-P8,SUPPORTS,False,False,La identificación de la mujer acusada por los coacusados es evidencia de la legalidad de la detención ordenada por la suprema corte.,Los coacusados identificó a la mujer acusada.,La suprema corte ordenó revisar la legalidad de la detención.
CASE-MX-007,CASE-MX-007-P6 <-> CASE-MX-007-P7,SUPPORTS,False,True,"La policía encontró a la mujer acusada en posesión de las tarjetas, lo que respalda la legalidad de su detención.",La policía encontró a la mujer acusada en posesión de las tarjetas.,La detención fue legal respecto de la mujer acusada [estado: unknown].
CASE-MX-007,CASE-MX-007-P6 <-> CASE-MX-007-P8,SUPPORTS,False,False,"La policía encontró a la mujer acusada en posesión de las tarjetas, lo que respalda la decisión de la suprema corte de ordenar revisar la legalidad de la detención.",La policía encontró a la mujer acusada en posesión de las tarjetas.,La suprema corte ordenó revisar la legalidad de la detención.
CASE-MX-007,CASE-MX-007-P7 <-> CASE-MX-007-P8,SUPPORTS,False,False,"La suprema corte ordenó revisar la legalidad de la detención, lo que respalda la detención legal de la mujer acusada.",La detención fue legal respecto de la mujer acusada [estado: unknown].,La suprema corte ordenó revisar la legalidad de la detención.
CASE-MX-008,CASE-MX-008-P1 <-> CASE-MX-008-P2,SUPPORTS,False,False,"La proposición B hace más creíble a la proposición A, ya que si la persona acusada disparó contra el menor víctima, es probable que el menor víctima estuviera en un lugar donde podría ser alcanzado por el disparo.",El menor víctima se encontraba en home terrace.,La persona acusada disparó contra el menor víctima.
CASE-MX-008,CASE-MX-008-P1 <-> CASE-MX-008-P3,SUPPORTS,False,False,La segunda persona armada es identificada como el disparador del menor víctima.,El menor víctima se encontraba en home terrace.,La segunda persona armada disparó contra el menor víctima.
CASE-MX-008,CASE-MX-008-P1 <-> CASE-MX-008-P4,SUPPORTS,False,False,"El testigo identificó a la persona acusada, lo que hace más creíble la versión del menor víctima sobre la presencia de la persona acusada en el lugar del delito.",El menor víctima se encontraba en home terrace.,El testigo identificó a la persona acusada.
CASE-MX-008,CASE-MX-008-P1 <-> CASE-MX-008-P5,COMPATIBLE_WITH,False,False,"Ambas referencias son a la escena del crimen, pero con diferentes aspectos: la ubicación del menor víctima (A) y la identificación de la víctima (B).",El menor víctima se encontraba en home terrace.,La visibilidad fue suficiente para identificar en la escena [estado: disputed].
CASE-MX-008,CASE-MX-008-P1 <-> CASE-MX-008-P6,COMPATIBLE_WITH,False,False,"Ambas referencias son a hechos distintos del mismo caso, sin contradicción ni relación de evidencia entre sí.",El menor víctima se encontraba en home terrace.,Los peritos coincidieron sobre el calibre del arma [estado: disputed].
CASE-MX-008,CASE-MX-008-P1 <-> CASE-MX-008-P7,SUPPORTS,False,False,La convicción del tribunal se basa en la narrativa del menor víctima.,El menor víctima se encontraba en home terrace.,El tribunal dejó firme conviction.
CASE-MX-008,CASE-MX-008-P2 <-> CASE-MX-008-P3,SUPPORTS,False,False,"La segunda persona armada es la que disparó, lo que hace más creíble la acusación de la primera persona.",La persona acusada disparó contra el menor víctima.,La segunda persona armada disparó contra el menor víctima.
CASE-MX-008,CASE-MX-008-P2 <-> CASE-MX-008-P4,SUPPORTS,False,False,La identificación del acusado por el testigo hace más creíble la acusación de disparo contra el menor víctima.,La persona acusada disparó contra el menor víctima.,El testigo identificó a la persona acusada.
CASE-MX-008,CASE-MX-008-P2 <-> CASE-MX-008-P5,COMPATIBLE_WITH,False,False,"Ambas referencias son a hechos del mismo caso, pero con una diferencia en la modalidad: A se basa en una afirmación oficial, mientras que B se basa en un hecho cuestionado.",La persona acusada disparó contra el menor víctima.,La visibilidad fue suficiente para identificar en la escena [estado: disputed].
CASE-MX-008,CASE-MX-008-P2 <-> CASE-MX-008-P6,SUPPORTS,False,True,La proposición A hace más creíble a la proposición B al respaldar el hecho de que el calibre del arma es disputado.,La persona acusada disparó contra el menor víctima.,Los peritos coincidieron sobre el calibre del arma [estado: disputed].
CASE-MX-008,CASE-MX-008-P2 <-> CASE-MX-008-P7,SUPPORTS,False,False,La oficialidad de la sentencia (B) respalda la acusación (A).,La persona acusada disparó contra el menor víctima.,El tribunal dejó firme conviction.
CASE-MX-008,CASE-MX-008-P3 <-> CASE-MX-008-P4,SUPPORTS,False,False,"El testigo identificó a la persona acusada, lo que hace más creíble la acusación de que la segunda persona armada disparó contra el menor víctima.",La segunda persona armada disparó contra el menor víctima.,El testigo identificó a la persona acusada.
CASE-MX-008,CASE-MX-008-P3 <-> CASE-MX-008-P5,COMPATIBLE_WITH,False,False,Ambas referencias son a hechos distintos que pueden coexistir en el mismo caso.,La segunda persona armada disparó contra el menor víctima.,La visibilidad fue suficiente para identificar en la escena [estado: disputed].
CASE-MX-008,CASE-MX-008-P3 <-> CASE-MX-008-P6,SUPPORTS,False,False,"La proposición A hace más creíble a la proposición B al indicar que la segunda persona armada disparó contra el menor víctima, lo cual puede estar relacionado con el calibre del arma que los peritos coincidieron sobre el calibre del arma.",La segunda persona armada disparó contra el menor víctima.,Los peritos coincidieron sobre el calibre del arma [estado: disputed].
CASE-MX-008,CASE-MX-008-P3 <-> CASE-MX-008-P7,SUPPORTS,False,False,La segunda persona armada disparó contra el menor víctima es evidencia de que el tribunal dejó firme conviction.,La segunda persona armada disparó contra el menor víctima.,El tribunal dejó firme conviction.
CASE-MX-008,CASE-MX-008-P4 <-> CASE-MX-008-P5,COMPATIBLE_WITH,False,True,"A describe un hecho que ocurre en la escena, mientras B describe el proceso de identificación, pero no contradice ni respalda directamente a A.",El testigo identificó a la persona acusada.,La visibilidad fue suficiente para identificar en la escena [estado: disputed].
CASE-MX-008,CASE-MX-008-P4 <-> CASE-MX-008-P6,SUPPORTS,False,False,La identificación del acusado es prueba de que la persona coincida con el calibre del arma.,El testigo identificó a la persona acusada.,Los peritos coincidieron sobre el calibre del arma [estado: disputed].
CASE-MX-008,CASE-MX-008-P4 <-> CASE-MX-008-P7,SUPPORTS,False,False,La identificación del acusado por el testigo hace más creíble la convicción del tribunal.,El testigo identificó a la persona acusada.,El tribunal dejó firme conviction.
CASE-MX-008,CASE-MX-008-P5 <-> CASE-MX-008-P6,SUPPORTS,False,False,"La visibilidad identificó el calibre del arma, lo cual coincide con la coincidencia de los peritos.",La visibilidad fue suficiente para identificar en la escena [estado: disputed].,Los peritos coincidieron sobre el calibre del arma [estado: disputed].
CASE-MX-008,CASE-MX-008-P5 <-> CASE-MX-008-P7,SUPPORTS,False,False,La visibilidad identificó la convicción del tribunal.,La visibilidad fue suficiente para identificar en la escena [estado: disputed].,El tribunal dejó firme conviction.
CASE-MX-008,CASE-MX-008-P6 <-> CASE-MX-008-P7,SUPPORTS,False,False,"La conviction es el resultado de la investigación, por lo que respalda la identidad del calibre del arma.",Los peritos coincidieron sobre el calibre del arma [estado: disputed].,El tribunal dejó firme conviction.
